dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1/02/1971,28.233,0.199,Queensland,Australia
1/03/1971,25.68,0.11,Queensland,Australia
1/04/1971,21.908,0.229,Queensland,Australia
1/05/1971,18.6,0.189,Queensland,Australia
1/06/1971,15.405,0.227,Queensland,Australia
1/07/1971,15.07,0.198,Queensland,Australia
1/08/1971,18.92,0.249,Queensland,Australia
1/09/1971,21.774,0.164,Queensland,Australia
1/10/1971,25.631,0.166,Queensland,Australia
1/11/1971,26.424,0.144,Queensland,Australia
1/12/1971,28.273,0.115,Queensland,Australia
1/01/1972,27.342,0.224,Queensland,Australia
1/02/1972,26.917,0.158,Queensland,Australia
1/03/1972,25.802,0.101,Queensland,Australia
1/04/1972,22.703,0.275,Queensland,Australia
1/05/1972,19.4,0.103,Queensland,Australia
1/06/1972,17.266,0.245,Queensland,Australia
1/07/1972,15.25,0.223,Queensland,Australia
1/08/1972,18.474,0.295,Queensland,Australia
1/09/1972,21.671,0.274,Queensland,Australia
1/10/1972,24.623,0.27,Queensland,Australia
1/11/1972,27.435,0.112,Queensland,Australia
1/12/1972,29.328,0.216,Queensland,Australia
1/01/1973,29.924,0.315,Queensland,Australia
1/02/1973,28.105,0.158,Queensland,Australia
1/03/1973,27.265,0.299,Queensland,Australia
1/04/1973,24.158,0.134,Queensland,Australia
1/05/1973,21.322,0.325,Queensland,Australia
1/06/1973,18.806,0.153,Queensland,Australia
1/07/1973,18.229,0.254,Queensland,Australia
1/08/1973,19.198,0.259,Queensland,Australia
1/09/1973,21.51,0.158,Queensland,Australia
1/10/1973,24.918,0.227,Queensland,Australia
1/11/1973,26.705,0.161,Queensland,Australia
1/12/1973,27.731,0.244,Queensland,Australia
1/01/1974,26.582,0.152,Queensland,Australia
1/02/1974,27.069,0.252,Queensland,Australia
1/03/1974,26.195,0.183,Queensland,Australia
1/04/1974,23.662,0.118,Queensland,Australia
1/05/1974,19.278,0.203,Queensland,Australia
1/06/1974,15.87,0.178,Queensland,Australia
1/07/1974,15.672,0.224,Queensland,Australia
1/08/1974,17.66,0.221,Queensland,Australia
1/09/1974,20.173,0.184,Queensland,Australia
1/10/1974,23.623,0.105,Queensland,Australia
1/11/1974,25.883,0.298,Queensland,Australia
1/12/1974,28.311,0.235,Queensland,Australia
1/01/1975,28.152,0.189,Queensland,Australia
1/02/1975,27.062,0.31,Queensland,Australia
1/03/1975,26.523,0.135,Queensland,Australia
1/04/1975,23.167,0.174,Queensland,Australia
1/05/1975,19.986,0.227,Queensland,Australia
1/06/1975,16.661,0.234,Queensland,Australia
1/07/1975,17.98,0.312,Queensland,Australia
1/08/1975,18.071,0.344,Queensland,Australia
1/09/1975,22.383,0.266,Queensland,Australia
1/10/1975,23.725,0.226,Queensland,Australia
1/11/1975,27.154,0.136,Queensland,Australia
1/12/1975,27.346,0.255,Queensland,Australia
1/01/1976,26.64,0.235,Queensland,Australia
1/02/1976,26.355,0.19,Queensland,Australia
1/03/1976,26.465,0.128,Queensland,Australia
1/04/1976,22.454,0.159,Queensland,Australia
1/05/1976,19.552,0.34,Queensland,Australia
1/06/1976,16.141,0.213,Queensland,Australia
1/07/1976,16.107,0.272,Queensland,Australia
1/08/1976,16.316,0.3,Queensland,Australia
1/09/1976,20.001,0.208,Queensland,Australia
1/10/1976,22.941,0.271,Queensland,Australia
1/11/1976,26.899,0.185,Queensland,Australia
1/12/1976,28.835,0.199,Queensland,Australia
1/01/1977,28.09,0.257,Queensland,Australia
1/02/1977,27.884,0.202,Queensland,Australia
1/03/1977,26.166,0.125,Queensland,Australia
1/04/1977,23.606,0.096,Queensland,Australia
1/05/1977,19.506,0.249,Queensland,Australia
1/06/1977,15.453,0.181,Queensland,Australia
1/07/1977,15.184,0.304,Queensland,Australia
1/08/1977,17.838,0.293,Queensland,Australia
1/09/1977,20.125,0.236,Queensland,Australia
1/10/1977,24.629,0.144,Queensland,Australia
1/11/1977,27.714,0.149,Queensland,Australia
1/12/1977,28.281,0.251,Queensland,Australia
1/01/1978,28.865,0.265,Queensland,Australia
1/02/1978,28.75,0.223,Queensland,Australia
1/03/1978,27.21,0.095,Queensland,Australia
1/04/1978,22.825,0.215,Queensland,Australia
1/05/1978,20.126,0.128,Queensland,Australia
1/06/1978,16.251,0.167,Queensland,Australia
1/07/1978,15.636,0.217,Queensland,Australia
1/08/1978,17.357,0.237,Queensland,Australia
1/09/1978,19.9,0.156,Queensland,Australia
1/10/1978,23.025,0.143,Queensland,Australia
1/11/1978,26.145,0.21,Queensland,Australia
1/12/1978,27.624,0.261,Queensland,Australia
1/01/1979,29.001,0.286,Queensland,Australia
1/02/1979,26.941,0.211,Queensland,Australia
1/03/1979,26.29,0.168,Queensland,Australia
1/04/1979,23.799,0.23,Queensland,Australia
1/05/1979,19.349,0.344,Queensland,Australia
1/06/1979,17.783,0.145,Queensland,Australia
1/07/1979,15.82,0.204,Queensland,Australia
1/08/1979,17.933,0.225,Queensland,Australia
1/09/1979,21.852,0.124,Queensland,Australia
1/10/1979,24.45,0.131,Queensland,Australia
1/11/1979,28.265,0.14,Queensland,Australia
1/12/1979,30.076,0.25,Queensland,Australia
1/01/1980,29.247,0.159,Queensland,Australia
1/02/1980,28.998,0.109,Queensland,Australia
1/03/1980,26.735,0.131,Queensland,Australia
1/04/1980,24.261,0.16,Queensland,Australia
1/05/1980,21.121,0.13,Queensland,Australia
1/06/1980,17.28,0.185,Queensland,Australia
1/07/1980,15.909,0.23,Queensland,Australia
1/08/1980,18.62,0.197,Queensland,Australia
1/09/1980,22.021,0.102,Queensland,Australia
1/10/1980,25.765,0.16,Queensland,Australia
1/11/1980,28.073,0.212,Queensland,Australia
1/12/1980,28.528,0.231,Queensland,Australia
1/01/1981,27.754,0.166,Queensland,Australia
1/02/1981,28.911,0.16,Queensland,Australia
1/03/1981,26.325,0.159,Queensland,Australia
1/04/1981,24.036,0.19,Queensland,Australia
1/05/1981,19.862,0.162,Queensland,Australia
1/06/1981,16.422,0.332,Queensland,Australia
1/07/1981,17.024,0.233,Queensland,Australia
1/08/1981,18.021,0.165,Queensland,Australia
1/09/1981,21.784,0.197,Queensland,Australia
1/10/1981,23.588,0.223,Queensland,Australia
1/11/1981,26.826,0.186,Queensland,Australia
1/12/1981,29.711,0.242,Queensland,Australia
1/01/1982,29.922,0.193,Queensland,Australia
1/02/1982,29.296,0.149,Queensland,Australia
1/03/1982,26.969,0.199,Queensland,Australia
1/04/1982,23.878,0.183,Queensland,Australia
1/05/1982,19.731,0.203,Queensland,Australia
1/06/1982,14.818,0.198,Queensland,Australia
1/07/1982,14.623,0.189,Queensland,Australia
1/08/1982,18.591,0.097,Queensland,Australia
1/09/1982,20.629,0.116,Queensland,Australia
1/10/1982,23.083,0.114,Queensland,Australia
1/11/1982,27.622,0.205,Queensland,Australia
1/12/1982,29.412,0.269,Queensland,Australia
1/01/1983,29.466,0.247,Queensland,Australia
1/02/1983,30.538,0.311,Queensland,Australia
1/03/1983,27.658,0.144,Queensland,Australia
1/04/1983,22.732,0.211,Queensland,Australia
1/05/1983,20.553,0.154,Queensland,Australia
1/06/1983,16.542,0.256,Queensland,Australia
1/07/1983,15.262,0.25,Queensland,Australia
1/08/1983,17.979,0.174,Queensland,Australia
1/09/1983,23.13,0.207,Queensland,Australia
1/10/1983,25.347,0.224,Queensland,Australia
1/11/1983,26.988,0.167,Queensland,Australia
1/12/1983,27.776,0.294,Queensland,Australia
1/01/1984,27.172,0.185,Queensland,Australia
1/02/1984,26.995,0.158,Queensland,Australia
1/03/1984,26.217,0.204,Queensland,Australia
1/04/1984,23.097,0.123,Queensland,Australia
1/05/1984,20.008,0.093,Queensland,Australia
1/06/1984,17.284,0.147,Queensland,Australia
1/07/1984,15.372,0.199,Queensland,Australia
1/08/1984,17.793,0.194,Queensland,Australia
1/09/1984,19.707,0.201,Queensland,Australia
1/10/1984,23.705,0.226,Queensland,Australia
1/11/1984,27.198,0.26,Queensland,Australia
1/12/1984,29.1,0.236,Queensland,Australia
1/01/1985,29.553,0.156,Queensland,Australia
1/02/1985,29.058,0.159,Queensland,Australia
1/03/1985,27.329,0.126,Queensland,Australia
1/04/1985,23.517,0.335,Queensland,Australia
1/05/1985,20.637,0.237,Queensland,Australia
1/06/1985,15.406,0.361,Queensland,Australia
1/07/1985,15.653,0.164,Queensland,Australia
1/08/1985,18.783,0.204,Queensland,Australia
1/09/1985,20.044,0.225,Queensland,Australia
1/10/1985,23.569,0.144,Queensland,Australia
1/11/1985,26.705,0.212,Queensland,Australia
1/12/1985,28.788,0.299,Queensland,Australia
1/01/1986,28.992,0.252,Queensland,Australia
1/02/1986,29.197,0.213,Queensland,Australia
1/03/1986,27.652,0.276,Queensland,Australia
1/04/1986,24.657,0.164,Queensland,Australia
1/05/1986,21.09,0.159,Queensland,Australia
1/06/1986,17.335,0.202,Queensland,Australia
1/07/1986,17.145,0.176,Queensland,Australia
1/08/1986,17.384,0.115,Queensland,Australia
1/09/1986,22.045,0.201,Queensland,Australia
1/10/1986,24.44,0.123,Queensland,Australia
1/11/1986,26.541,0.23,Queensland,Australia
1/12/1986,28.473,0.16,Queensland,Australia
1/01/1987,30.031,0.197,Queensland,Australia
1/02/1987,28.372,0.121,Queensland,Australia
1/03/1987,26.595,0.136,Queensland,Australia
1/04/1987,24.246,0.157,Queensland,Australia
1/05/1987,20.431,0.128,Queensland,Australia
1/06/1987,18.318,0.218,Queensland,Australia
1/07/1987,15.764,0.197,Queensland,Australia
1/08/1987,18.145,0.229,Queensland,Australia
1/09/1987,21.118,0.162,Queensland,Australia
1/10/1987,25.211,0.132,Queensland,Australia
1/11/1987,27.492,0.172,Queensland,Australia
1/12/1987,28.777,0.181,Queensland,Australia
1/01/1988,30.211,0.219,Queensland,Australia
1/02/1988,28.316,0.175,Queensland,Australia
1/03/1988,27.002,0.147,Queensland,Australia
1/04/1988,23.799,0.193,Queensland,Australia
1/05/1988,21.021,0.199,Queensland,Australia
1/06/1988,17.426,0.249,Queensland,Australia
1/07/1988,17.405,0.21,Queensland,Australia
1/08/1988,18.747,0.149,Queensland,Australia
1/09/1988,22.154,0.104,Queensland,Australia
1/10/1988,27.237,0.119,Queensland,Australia
1/11/1988,27.178,0.217,Queensland,Australia
1/12/1988,28.82,0.215,Queensland,Australia
1/01/1989,28.916,0.27,Queensland,Australia
1/02/1989,27.798,0.185,Queensland,Australia
1/03/1989,26.994,0.263,Queensland,Australia
1/04/1989,23.839,0.161,Queensland,Australia
1/05/1989,21.302,0.275,Queensland,Australia
1/06/1989,15.747,0.227,Queensland,Australia
1/07/1989,15.735,0.242,Queensland,Australia
1/08/1989,16.209,0.305,Queensland,Australia
1/09/1989,21.131,0.161,Queensland,Australia
1/10/1989,25.381,0.215,Queensland,Australia
1/11/1989,26.015,0.2,Queensland,Australia
1/12/1989,27.974,0.159,Queensland,Australia
1/01/1990,30.103,0.274,Queensland,Australia
1/02/1990,28.643,0.144,Queensland,Australia
1/03/1990,27.063,0.303,Queensland,Australia
1/04/1990,22.953,0.21,Queensland,Australia
1/05/1990,20.376,0.221,Queensland,Australia
1/06/1990,16.412,0.331,Queensland,Australia
1/07/1990,16.728,0.19,Queensland,Australia
1/08/1990,16.631,0.299,Queensland,Australia
1/09/1990,20.354,0.253,Queensland,Australia
1/10/1990,24.749,0.199,Queensland,Australia
1/11/1990,28.544,0.281,Queensland,Australia
1/12/1990,29.899,0.221,Queensland,Australia
1/01/1991,27.925,0.073,Queensland,Australia
1/02/1991,27.915,0.087,Queensland,Australia
1/03/1991,26.854,0.151,Queensland,Australia
1/04/1991,23.21,0.147,Queensland,Australia
1/05/1991,20.488,0.131,Queensland,Australia
1/06/1991,18.36,0.147,Queensland,Australia
1/07/1991,15.934,0.157,Queensland,Australia
1/08/1991,18.059,0.157,Queensland,Australia
1/09/1991,21.596,0.226,Queensland,Australia
1/10/1991,25.617,0.108,Queensland,Australia
1/11/1991,28.38,0.203,Queensland,Australia
1/12/1991,28.186,0.153,Queensland,Australia
1/01/1992,29.541,0.282,Queensland,Australia
1/02/1992,28.459,0.159,Queensland,Australia
1/03/1992,27.422,0.224,Queensland,Australia
1/04/1992,24.333,0.278,Queensland,Australia
1/05/1992,20.767,0.072,Queensland,Australia
1/06/1992,16.409,0.232,Queensland,Australia
1/07/1992,16.357,0.174,Queensland,Australia
1/08/1992,18.749,0.189,Queensland,Australia
1/09/1992,21.805,0.263,Queensland,Australia
1/10/1992,23.919,0.09,Queensland,Australia
1/11/1992,26.545,0.207,Queensland,Australia
1/12/1992,27.858,0.327,Queensland,Australia
1/01/1993,28.89,0.29,Queensland,Australia
1/02/1993,28.406,0.215,Queensland,Australia
1/03/1993,27.04,0.156,Queensland,Australia
1/04/1993,24.394,0.189,Queensland,Australia
1/05/1993,21.225,0.265,Queensland,Australia
1/06/1993,17.513,0.165,Queensland,Australia
1/07/1993,18.497,0.221,Queensland,Australia
1/08/1993,18.73,0.177,Queensland,Australia
1/09/1993,21.582,0.23,Queensland,Australia
1/10/1993,24.379,0.159,Queensland,Australia
1/11/1993,27.717,0.172,Queensland,Australia
1/12/1993,27.95,0.181,Queensland,Australia
1/01/1994,30.585,0.255,Queensland,Australia
1/02/1994,28.215,0.252,Queensland,Australia
1/03/1994,25.193,0.135,Queensland,Australia
1/04/1994,23.011,0.162,Queensland,Australia
1/05/1994,19.776,0.172,Queensland,Australia
1/06/1994,16.708,0.163,Queensland,Australia
1/07/1994,16.305,0.224,Queensland,Australia
1/08/1994,17.088,0.178,Queensland,Australia
1/09/1994,20.702,0.2,Queensland,Australia
1/10/1994,24.662,0.152,Queensland,Australia
1/11/1994,27.429,0.174,Queensland,Australia
1/12/1994,28.933,0.249,Queensland,Australia
1/01/1995,29.23,0.203,Queensland,Australia
1/02/1995,27.907,0.216,Queensland,Australia
1/03/1995,27.45,0.157,Queensland,Australia
1/04/1995,23.269,0.181,Queensland,Australia
1/05/1995,20.441,0.181,Queensland,Australia
1/06/1995,17.567,0.231,Queensland,Australia
1/07/1995,16.453,0.119,Queensland,Australia
1/08/1995,18.646,0.098,Queensland,Australia
1/09/1995,22.247,0.187,Queensland,Australia
1/10/1995,24.3,0.11,Queensland,Australia
1/11/1995,28.378,0.173,Queensland,Australia
1/12/1995,28.703,0.16,Queensland,Australia
1/01/1996,28.563,0.207,Queensland,Australia
1/02/1996,28.314,0.135,Queensland,Australia
1/03/1996,26.744,0.181,Queensland,Australia
1/04/1996,23.998,0.167,Queensland,Australia
1/05/1996,20.585,0.184,Queensland,Australia
1/06/1996,19.213,0.255,Queensland,Australia
1/07/1996,16.288,0.137,Queensland,Australia
1/08/1996,18.56,0.118,Queensland,Australia
1/09/1996,21.489,0.204,Queensland,Australia
1/10/1996,24.608,0.174,Queensland,Australia
1/11/1996,26.858,0.106,Queensland,Australia
1/12/1996,29.018,0.173,Queensland,Australia
1/01/1997,28.012,0.176,Queensland,Australia
1/02/1997,28.382,0.189,Queensland,Australia
1/03/1997,25.941,0.234,Queensland,Australia
1/04/1997,22.893,0.167,Queensland,Australia
1/05/1997,19.612,0.17,Queensland,Australia
1/06/1997,16.8,0.189,Queensland,Australia
1/07/1997,16.419,0.248,Queensland,Australia
1/08/1997,17.675,0.203,Queensland,Australia
1/09/1997,22.689,0.214,Queensland,Australia
1/10/1997,25.066,0.229,Queensland,Australia
1/11/1997,27.843,0.121,Queensland,Australia
1/12/1997,29.384,0.241,Queensland,Australia
1/01/1998,29.192,0.246,Queensland,Australia
1/02/1998,29.579,0.187,Queensland,Australia
1/03/1998,28.014,0.205,Queensland,Australia
1/04/1998,24.432,0.226,Queensland,Australia
1/05/1998,20.568,0.153,Queensland,Australia
1/06/1998,17.454,0.203,Queensland,Australia
1/07/1998,17.572,0.201,Queensland,Australia
1/08/1998,19.35,0.151,Queensland,Australia
1/09/1998,22.958,0.164,Queensland,Australia
1/10/1998,25.415,0.135,Queensland,Australia
1/11/1998,26.747,0.197,Queensland,Australia
1/12/1998,28.564,0.19,Queensland,Australia
1/01/1999,29.239,0.205,Queensland,Australia
1/02/1999,28.466,0.165,Queensland,Australia
1/03/1999,27.161,0.173,Queensland,Australia
1/04/1999,22.563,0.208,Queensland,Australia
1/05/1999,20.72,0.164,Queensland,Australia
1/06/1999,17.325,0.154,Queensland,Australia
1/07/1999,16.762,0.168,Queensland,Australia
1/08/1999,18.548,0.181,Queensland,Australia
1/09/1999,22.188,0.197,Queensland,Australia
1/10/1999,25.781,0.231,Queensland,Australia
1/11/1999,25.197,0.135,Queensland,Australia
1/12/1999,26.536,0.224,Queensland,Australia
1/01/2000,28.174,0.166,Queensland,Australia
1/02/2000,27.553,0.185,Queensland,Australia
1/03/2000,26.899,0.211,Queensland,Australia
1/04/2000,23.877,0.185,Queensland,Australia
1/05/2000,19.436,0.217,Queensland,Australia
1/06/2000,15.907,0.244,Queensland,Australia
1/07/2000,16.081,0.262,Queensland,Australia
1/08/2000,18.27,0.237,Queensland,Australia
1/09/2000,22.75,0.223,Queensland,Australia
1/10/2000,24.391,0.211,Queensland,Australia
1/11/2000,26.285,0.115,Queensland,Australia
1/12/2000,26.98,0.193,Queensland,Australia
1/01/2001,28.944,0.181,Queensland,Australia
1/02/2001,28.194,0.256,Queensland,Australia
1/03/2001,27.491,0.177,Queensland,Australia
1/04/2001,23.958,0.156,Queensland,Australia
1/05/2001,18.777,0.179,Queensland,Australia
1/06/2001,18.573,0.165,Queensland,Australia
1/07/2001,16.367,0.149,Queensland,Australia
1/08/2001,17.525,0.144,Queensland,Australia
1/09/2001,21.864,0.215,Queensland,Australia
1/10/2001,24.011,0.147,Queensland,Australia
1/11/2001,26.849,0.184,Queensland,Australia
1/12/2001,29.376,0.169,Queensland,Australia
1/01/2002,29.243,0.233,Queensland,Australia
1/02/2002,29.089,0.178,Queensland,Australia
1/03/2002,27.225,0.179,Queensland,Australia
1/04/2002,24.874,0.197,Queensland,Australia
1/05/2002,20.312,0.184,Queensland,Australia
1/06/2002,17.227,0.144,Queensland,Australia
1/07/2002,15.899,0.169,Queensland,Australia
1/08/2002,18.053,0.175,Queensland,Australia
1/09/2002,22.377,0.158,Queensland,Australia
1/10/2002,25.299,0.195,Queensland,Australia
1/11/2002,28.676,0.134,Queensland,Australia
1/12/2002,29.266,0.159,Queensland,Australia
1/01/2003,29.509,0.214,Queensland,Australia
1/02/2003,28.837,0.205,Queensland,Australia
1/03/2003,26.426,0.184,Queensland,Australia
1/04/2003,24.331,0.259,Queensland,Australia
1/05/2003,20.837,0.223,Queensland,Australia
1/06/2003,18.024,0.334,Queensland,Australia
1/07/2003,17.094,0.227,Queensland,Australia
1/08/2003,18.967,0.222,Queensland,Australia
1/09/2003,22.817,0.242,Queensland,Australia
1/10/2003,24.723,0.322,Queensland,Australia
1/11/2003,27.607,0.152,Queensland,Australia
1/12/2003,29.561,0.171,Queensland,Australia
1/01/2004,29.501,0.131,Queensland,Australia
1/02/2004,28.874,0.1,Queensland,Australia
1/03/2004,27.697,0.202,Queensland,Australia
1/04/2004,24.541,0.217,Queensland,Australia
1/05/2004,20.562,0.144,Queensland,Australia
1/06/2004,17.12,0.285,Queensland,Australia
1/07/2004,16.61,0.17,Queensland,Australia
1/08/2004,17.507,0.239,Queensland,Australia
1/09/2004,21.174,0.113,Queensland,Australia
1/10/2004,25.867,0.268,Queensland,Australia
1/11/2004,27.458,0.131,Queensland,Australia
1/12/2004,28.612,0.106,Queensland,Australia
1/01/2005,28.913,0.198,Queensland,Australia
1/02/2005,29.026,0.177,Queensland,Australia
1/03/2005,27.684,0.186,Queensland,Australia
1/04/2005,25.472,0.234,Queensland,Australia
1/05/2005,19.878,0.207,Queensland,Australia
1/06/2005,18.406,0.207,Queensland,Australia
1/07/2005,17.519,0.176,Queensland,Australia
1/08/2005,17.985,0.183,Queensland,Australia
1/09/2005,22.565,0.129,Queensland,Australia
1/10/2005,26.582,0.218,Queensland,Australia
1/11/2005,28.23,0.193,Queensland,Australia
1/12/2005,30.473,0.196,Queensland,Australia
1/01/2006,30.552,0.229,Queensland,Australia
1/02/2006,30.091,0.251,Queensland,Australia
1/03/2006,27.344,0.253,Queensland,Australia
1/04/2006,23.745,0.246,Queensland,Australia
1/05/2006,18.978,0.255,Queensland,Australia
1/06/2006,16.81,0.287,Queensland,Australia
1/07/2006,16.677,0.23,Queensland,Australia
1/08/2006,18.114,0.269,Queensland,Australia
1/09/2006,21.95,0.177,Queensland,Australia
1/10/2006,25.429,0.215,Queensland,Australia
1/11/2006,27.764,0.132,Queensland,Australia
1/12/2006,28.301,0.178,Queensland,Australia
1/01/2007,28.739,0.152,Queensland,Australia
1/02/2007,28.203,0.242,Queensland,Australia
1/03/2007,28.188,0.231,Queensland,Australia
1/04/2007,24.175,0.141,Queensland,Australia
1/05/2007,22.438,0.24,Queensland,Australia
1/06/2007,15.129,0.211,Queensland,Australia
1/07/2007,15.327,0.15,Queensland,Australia
1/08/2007,18.771,0.116,Queensland,Australia
1/09/2007,21.943,0.262,Queensland,Australia
1/10/2007,26.074,0.135,Queensland,Australia
1/11/2007,26.752,0.203,Queensland,Australia
1/12/2007,28.492,0.141,Queensland,Australia
1/01/2008,28.65,0.308,Queensland,Australia
1/02/2008,27.58,0.147,Queensland,Australia
1/03/2008,25.905,0.163,Queensland,Australia
